Divyanshu/indicxnli	train	['premise', 'hypothesis']	label	FALSE	as	10000	23	assamese
kmi-linguistics/ilist	train	text	language_id	FALSE	default	10000	23	awadhi, bhojpuri, braj, hindi, magahi
nala-cub/americas_nli	test	['premise', 'hypothesis']	label	FALSE	aym	750	23	aymara
senti-lex/senti_lex	train	word	sentiment	FALSE	az	1979	23	azerbaijani
indonlp/NusaX-senti	train	text	label	FALSE	ban	500	23	balinese
indonlp/NusaX-senti	train	text	label	FALSE	bjn	500	23	banjarese
senti-lex/senti_lex	train	word	sentiment	FALSE	be	1526	23	belarusian
ai4bharat/indic_glue	test	question	category	FALSE	csqa.bn	10000	23	bengali
ai4bharat/indic_glue	train	text	label	FALSE	sna.bn	10000	23	bengali
ai4bharat/indic_glue	train	sectionText	correctTitle	FALSE	wstp.bn	10000	23	bengali
AmazonScience/massive	train	annot_utt	scenario	FALSE	bn-BD	10000	23	bengali
csebuetnlp/xnli_bn	train	['sentence1', 'sentence2']	label	FALSE	xnli_bn	10000	23	bengali
Divyanshu/indicxnli	train	['premise', 'hypothesis']	label	FALSE	bn	10000	23	bengali
rezacsedu/bn_hate_speech	train	text	label	FALSE	default	3418	23	bengali
senti-lex/senti_lex	train	word	sentiment	FALSE	bn	2393	23	bengali
senti-lex/senti_lex	train	word	sentiment	FALSE	bs	2020	23	bosnian
joelniklaus/lextreme	train	input	label	FALSE	brazilian_court_decisions_judgment	3234	23	brazilian
joelniklaus/lextreme	train	input	label	FALSE	brazilian_court_decisions_unanimity	1715	23	brazilian
senti-lex/senti_lex	train	word	sentiment	FALSE	br	184	23	breton
nala-cub/americas_nli	test	['premise', 'hypothesis']	label	FALSE	bzd	750	23	bribri
indonlp/NusaX-senti	train	text	label	FALSE	bug	500	23	buginese
bgglue/bgglue	train	Comment	label	TRUE	cinexio	8155	23	bulgarian
bgglue/bgglue	train	tweet_text	labels	FALSE	ct21t1	3000	23	bulgarian
bgglue/bgglue	train	id	answerKey	FALSE	examsbg	1512	23	bulgarian
bgglue/bgglue	train	content	label	FALSE	fakenews	1990	23	bulgarian
community-datasets/clickbait_news_bg	train	content	fake_news_score	FALSE	default	2815	23	bulgarian
senti-lex/senti_lex	train	word	sentiment	FALSE	bg	2847	23	bulgarian
AmazonScience/massive	train	annot_utt	scenario	FALSE	my-MM	10000	23	burmese
ayehninnkhine/myanmar_news	train	text	category	FALSE	default	8116	23	burmese
akhtet/myanmar-xnli	train	sentence1_en	label	FALSE	default	10000	23	burmese, english
senti-lex/senti_lex	train	word	sentiment	FALSE	eu	1979	23	castilian
AmazonScience/massive	train	annot_utt	scenario	FALSE	ca-ES	10000	23	catalan
community-datasets/catalonia_independence	train	TWEET	LABEL	FALSE	catalan	6028	23	catalan
senti-lex/senti_lex	train	word	sentiment	FALSE	ca	3204	23	catalan
statworx/swiss-dialects	train	sentence	label	FALSE	default	4743	23	chamorro
lchakkei/OpenOrca-Traditional-Chinese	train	question	system_prompt	FALSE	default	10000	23	chinese
AmazonScience/massive	train	annot_utt	scenario	FALSE	zh-CN	10000	23	chinese
AmazonScience/massive	train	annot_utt	scenario	FALSE	zh-TW	10000	23	chinese
clue/clue	train	['sentence1', 'sentence2']	label	FALSE	afqmc	10000	23	chinese
clue/clue	train	text	label	FALSE	cluewsc2020	1244	23	chinese
clue/clue	train	['sentence1', 'sentence2']	label	FALSE	cmnli	10000	23	chinese
clue/clue	train	abst	label	FALSE	csl	10000	23	chinese
clue/clue	train	sentence	label	FALSE	iflytek	10000	23	chinese
clue/clue	train	['sentence1', 'sentence2']	label	FALSE	ocnli	10000	23	chinese
clue/clue	train	sentence	label	FALSE	tnews	10000	23	chinese
erhwenkuo/openorca-chinese-zhtw	train	question	system_prompt	FALSE	default	10000	23	chinese
google-research-datasets/paws-x	train	['sentence1', 'sentence2']	label	FALSE	zh	10000	23	chinese
google/xtreme	train	['sentence1', 'sentence2']	label	FALSE	PAWS-X.zh	10000	23	chinese
kuroneko5943/jd21	train	sentence	label	FALSE	iPhone	3729	23	chinese
kuroneko5943/jd21	train	sentence	label	FALSE	MacBook	3160	23	chinese
kuroneko5943/stock11	train	sentence	label	FALSE	airline	10000	23	chinese
kuroneko5943/stock11	train	sentence	label	FALSE	car	10000	23	chinese
kuroneko5943/stock11	train	sentence	label	FALSE	communication	10000	23	chinese
kuroneko5943/stock11	train	sentence	label	FALSE	energy	6166	23	chinese
kuroneko5943/stock11	train	sentence	label	FALSE	finance	6869	23	chinese
kuroneko5943/stock11	train	sentence	label	FALSE	manufacture	10000	23	chinese
kuroneko5943/stock11	train	sentence	label	FALSE	medical	6308	23	chinese
kuroneko5943/stock11	train	sentence	label	FALSE	Real_estate	6707	23	chinese
kuroneko5943/stock11	train	sentence	label	FALSE	tech	10000	23	chinese
kuroneko5943/stock11	train	sentence	label	FALSE	wine	9683	23	chinese
kuroneko5943/weibo16	train	sentence	label	FALSE	HM	832	23	chinese
kuroneko5943/weibo16	train	sentence	label	FALSE	sex	414	23	chinese
PhilipMay/stsb_multi_mt	train	['sentence1', 'sentence2']	similarity_score	TRUE	zh	5749	23	chinese
rjhuang/my_wb_preferences	train	content	response	FALSE	default	417	23	chinese
senti-lex/senti_lex	train	word	sentiment	FALSE	zh	1879	23	chinese
senti-lex/senti_lex	train	word	sentiment	FALSE	zhw	3828	23	chinese
strombergnlp/nlpcc-stance	train	text	target	FALSE	task_a	2986	23	chinese
tyqiangz/multilingual-sentiments	train	text	label	FALSE	chinese	10000	23	chinese
yys/OpenOrca-Chinese	train	question	system_prompt	FALSE	default	10000	23	chinese
nanaaaa/emotion_chinese_english	train	sentence	label	FALSE	default	416	23	chinese, english
masakhane/masakhanews	train	text	label	FALSE	sna	1288	23	chShona
classla/copa_hr	train	premise	label	FALSE	copa_hr	400	23	croatian
classla/FRENK-hate-hr	train	text	label	FALSE	binary	7964	23	croatian
classla/FRENK-hate-hr	train	text	label	FALSE	multiclass	7964	23	croatian
senti-lex/senti_lex	train	word	sentiment	FALSE	hr	2208	23	croatian
senti-lex/senti_lex	train	word	sentiment	FALSE	cs	2599	23	czech
alexandrainst/ddisco	train	text	domain	FALSE	default	801	23	danish
AmazonScience/massive	train	annot_utt	scenario	FALSE	da-DK	10000	23	danish
community-datasets/danish_political_comments	train	sentence	target	FALSE	default	9008	23	danish
DDSC/angry-tweets	train	text	label	FALSE	default	2411	23	danish
DDSC/europarl	train	text	label	FALSE	default	669	23	danish
DDSC/lcc	train	text	label	FALSE	default	349	23	danish
KBLab/overlim	train	passage	label	FALSE	boolq_da	6285	23	danish
KBLab/overlim	train	['premise', 'hypothesis']	label	FALSE	cb_da	201	23	danish
KBLab/overlim	train	premise	label	FALSE	copa_da	321	23	danish
KBLab/overlim	train	['premise', 'hypothesis']	label	FALSE	mnli_da	10000	23	danish
KBLab/overlim	train	text_a	label	FALSE	mrpc_da	3261	23	danish
KBLab/overlim	train	['premise', 'hypothesis']	label	FALSE	qnli_da	10000	23	danish
KBLab/overlim	train	text_b	label	FALSE	qqp_da	10000	23	danish
KBLab/overlim	train	['premise', 'hypothesis']	label	FALSE	rte_da	2214	23	danish
KBLab/overlim	train	text	label	FALSE	sst_da	10000	23	danish
KBLab/overlim	train	text_b	label	TRUE	stsb_da	4312	23	danish
KBLab/overlim	train	['premise', 'hypothesis']	label	FALSE	wnli_da	565	23	danish
senti-lex/senti_lex	train	word	sentiment	FALSE	da	3340	23	danish
strombergnlp/danfever	train	evidence_extract	label	FALSE	DanFever	6407	23	danish
strombergnlp/polstance	train	quote	label	FALSE	PolStance	900	23	danish
shmuhammad/AfriSenti-twitter-sentiment	train	tweet	label	FALSE	arq	1651	23	darija
AmazonScience/massive	train	annot_utt	scenario	FALSE	nl-NL	10000	23	dutch
benjaminvdb/dbrd	train	text	label	FALSE	plain_text	10000	23	dutch
biglam/contentious_contexts	train	text	target	FALSE	default	2720	23	dutch
PhilipMay/stsb_multi_mt	train	['sentence1', 'sentence2']	similarity_score	TRUE	nl	5749	23	dutch
UMCU/PubMedCausal_Dutch_translated_with_MariaNMT	train	input	output	FALSE	default	2368	23	dutch
aarnow/auditory-skills-test2	train	text	label	FALSE	default	275	23	english
aav-ds/Israel-HAMAS_war_news	train	text	provider	FALSE	default	10000	23	english
ade-benchmark-corpus/ade_corpus_v2	train	text	label	FALSE	Ade_corpus_v2_classification	10000	23	english
AI-Secure/adv_glue	validation	['premise', 'hypothesis']	label	FALSE	adv_mnli	121	23	english
AI-Secure/adv_glue	validation	['premise', 'hypothesis']	label	FALSE	adv_mnli_mismatched	162	23	english
AI-Secure/adv_glue	validation	sentence	label	FALSE	adv_qnli	148	23	english
AI-Secure/adv_glue	validation	['question1', 'question2']	label	FALSE	adv_qqp	78	23	english
AI-Secure/adv_glue	validation	['sentence1', 'sentence2']	label	FALSE	adv_rte	81	23	english
AI-Secure/adv_glue	validation	sentence	label	FALSE	adv_sst2	148	23	english
ai4bharat/indic_glue	train	['premise', 'hypothesis']	label	FALSE	wnli.en	635	23	english
AiresPucrs/stanford-encyclopedia-philosophy	train	text	metadata	FALSE	default	10000	23	english
allenai/art	train	observation_2	label	FALSE	anli	10000	23	english
allenai/scifact_entailment	train	title	verdict	FALSE	default	919	23	english
allenai/social_bias_frames	train	post	annotatorGender	FALSE	default	10000	23	english
allenai/swag	train	startphrase	gold-type	FALSE	full	10000	23	english
allenai/swag	train	startphrase	label	FALSE	regular	10000	23	english
almanach/hc3_french_ood	train	text	label	FALSE	hc3_en_full	10000	23	english
almanach/hc3_french_ood	train	answer	label	FALSE	hc3_en_qa	10000	23	english
almanach/hc3_french_ood	train	text	label	FALSE	hc3_en_sentence	10000	23	english
alsubari/Israel-palestine-war	train	title	publish_channel	FALSE	default	310	23	english
AmazonScience/massive	train	annot_utt	scenario	FALSE	en-US	10000	23	english
aps/super_glue	test	['sentence1', 'sentence2']	label	FALSE	axb	1104	23	english
aps/super_glue	test	['premise', 'hypothesis']	label	FALSE	axg	356	23	english
aps/super_glue	train	passage	label	FALSE	boolq	9427	23	english
aps/super_glue	train	['premise', 'hypothesis']	label	FALSE	cb	250	23	english
aps/super_glue	train	premise	label	FALSE	copa	400	23	english
aps/super_glue	train	paragraph	label	FALSE	multirc	10000	23	english
aps/super_glue	train	['premise', 'hypothesis']	label	FALSE	rte	2490	23	english
aps/super_glue	train	['sentence1', 'sentence2']	label	FALSE	wic	5428	23	english
aps/super_glue	train	text	label	FALSE	wsc	554	23	english
aps/super_glue	train	text	label	FALSE	wsc.fixed	554	23	english
Areeb123/drug_reviews	train	review	rating	TRUE	default	10000	23	english
barilan/blog_authorship_corpus	train	text	gender	FALSE	blog_authorship_corpus	10000	23	english
BDas/EnglishNLPDataset	train	text	label	FALSE	EnglishData	10000	23	english
BEE-spoke-data/yahoo_answers_topics-long-text	train	text	topic	FALSE	default	3352	23	english
BerMaker/test	train	context	title	FALSE	plain_text	10000	23	english
bias-amplified-splits/anli	train.biased	['premise', 'hypothesis']	label	FALSE	minority_examples	10000	23	english
bias-amplified-splits/anli	train.biased	['premise', 'hypothesis']	label	FALSE	partial_input	10000	23	english
biglam/atypical_animacy	train	sentence	target	FALSE	default	594	23	english
biglam/clmet_3_1	train	text	period	FALSE	plain	333	23	english
biglam/lampeter_corpus	train	text	genre	FALSE	default	120	23	english
biglam/old_bailey_proceedings	train	text	type	FALSE	default	2638	23	english
biglam/on_the_books	train	section_text	jim_crow	FALSE	default	1785	23	english
biu-nlp/alsqa	test	context	title	FALSE	alsqa	369	23	english
bleugreen/typescript-instruct	train	content	type	FALSE	default	10000	23	english
cardiffnlp/tweet_eval	train	text	label	FALSE	emoji	10000	23	english
cardiffnlp/tweet_eval	train	text	label	FALSE	emotion	3257	23	english
cardiffnlp/tweet_eval	train	text	label	FALSE	offensive	10000	23	english
cardiffnlp/tweet_eval	train	text	label	FALSE	sentiment	10000	23	english
cardiffnlp/tweet_eval	train	text	label	FALSE	stance_abortion	587	23	english
cardiffnlp/tweet_eval	train	text	label	FALSE	stance_atheism	461	23	english
cardiffnlp/tweet_eval	train	text	label	FALSE	stance_climate	355	23	english
cardiffnlp/tweet_eval	train	text	label	FALSE	stance_hillary	620	23	english
cardiffnlp/tweet_sentiment_multilingual	train	text	label	FALSE	english	1839	23	english
cardiffnlp/tweet_topic_single	train_all	text	label	FALSE	tweet_topic_single	4374	23	english
ccdv/arxiv-classification	train	text	label	FALSE	default	10000	23	english
ccdv/arxiv-classification	train	text	label	FALSE	no_ref	10000	23	english
ccdv/patent-classification	train	text	label	FALSE	abstract	10000	23	english
ccdv/patent-classification	train	text	label	FALSE	patent	10000	23	english
cgpotts/swda	train	text	damsl_act_tag	FALSE	default	10000	23	english
ChanceFocus/en-fpb	train	text	answer	FALSE	default	3100	23	english
chrisvoncsefalvay/vaers-outcomes	train	text	label	FALSE	default	10000	23	english
ckandemir/bitcoin_tweets_sentiment_kaggle	train	text	Sentiment	FALSE	default	10000	23	english
claritylab/utcd	train	text	aspect	FALSE	aspect-normalized-in-domain	10000	23	english
claritylab/utcd	train	text	aspect	FALSE	aspect-normalized-out-of-domain	10000	23	english
claritylab/utcd	train	text	aspect	FALSE	in-domain	10000	23	english
claritylab/utcd	train	text	aspect	FALSE	out-of-domain	10000	23	english
classla/FRENK-hate-en	train	text	label	FALSE	binary	8404	23	english
classla/FRENK-hate-en	train	text	label	FALSE	multiclass	8404	23	english
claudios/cubert_ETHPy150Open	train	function	label	FALSE	exception_datasets	10000	23	english
claudios/cubert_ETHPy150Open	train	docstring	label	FALSE	function_docstring_datasets	10000	23	english
claudios/cubert_ETHPy150Open	train	function	label	FALSE	swapped_operands_datasets	10000	23	english
claudios/cubert_ETHPy150Open	train	function	label	FALSE	variable_misuse_datasets	10000	23	english
claudios/cubert_ETHPy150Open	train	function	label	FALSE	wrong_binary_operator_datasets	10000	23	english
climatebert/climate_commitments_actions	train	text	label	FALSE	default	1000	23	english
climatebert/climate_detection	train	text	label	FALSE	default	1300	23	english
climatebert/climate_sentiment	train	text	label	FALSE	default	1000	23	english
climatebert/climate_specificity	train	text	label	FALSE	default	1000	23	english
climatebert/environmental_claims	train	text	label	FALSE	default	2117	23	english
climatebert/tcfd_recommendations	train	text	label	FALSE	default	1300	23	english
clinc/clinc_oos	train	text	intent	FALSE	imbalanced	10000	23	english
clinc/clinc_oos	train	text	intent	FALSE	plus	10000	23	english
clinc/clinc_oos	train	text	intent	FALSE	small	7600	23	english
cnachteg/duvel	train	sentence	label	FALSE	default	6553	23	english
coastalcph/lex_glue	train	context	label	FALSE	case_hold	10000	23	english
coastalcph/lex_glue	train	text	label	FALSE	ledgar	10000	23	english
CogComp/trec	train	text	coarse_label	FALSE	default	5452	23	english
community-datasets/gutenberg_time	train	tok_context	hour_reference	FALSE	gutenberg	10000	23	english
community-datasets/has_part	train	arg2	score	TRUE	default	10000	23	english
community-datasets/ohsumed	train	abstract	publication_type	FALSE	ohsumed	10000	23	english
community-datasets/per_sent	train	DOCUMENT	TRUE_SENTIMENT	FALSE	default	3355	23	english
community-datasets/yahoo_answers_topics	train	best_answer	topic	FALSE	yahoo_answers_topics	10000	23	english
convai-challenge/conv_ai_3	train	topic_desc	initial_request	FALSE	conv_ai_3	9176	23	english
cornell-movie-review-data/rotten_tomatoes	train	text	label	FALSE	default	8530	23	english
curaihealth/medical_questions_pairs	train	question_2	label	FALSE	default	3048	23	english
dair-ai/emotion	train	text	label	FALSE	split	10000	23	english
dair-ai/emotion	train	text	label	FALSE	unsplit	10000	23	english
davanstrien/test_imdb_embedd	train	text	label	FALSE	default	10000	23	english
davanstrien/test_imdb_embedd2	train	text	label	FALSE	default	10000	23	english
davanstrien/test1	train	text	label	FALSE	default	10000	23	english
davebulaval/CSMD	train	original	label	TRUE	meaning	853	23	english
davebulaval/CSMD	test	simplification	label	TRUE	meaning_holdout_unrelated	359	23	english
davebulaval/CSMD	train	simplification	label	TRUE	meaning_with_data_augmentation	2560	23	english
DBQ/Balenciaga.Product.prices.Hong.Kong	train	category3_code	category1_code	FALSE	default	2307	23	english
DBQ/Balenciaga.Product.prices.Singapore	train	category3_code	category1_code	FALSE	default	2308	23	english
DBQ/Balenciaga.Product.prices.South.Korea	train	category3_code	category1_code	FALSE	default	2038	23	english
DBQ/Blickers.Product.prices.France	train	category3_code	category1_code	FALSE	default	7489	23	english
DBQ/Blickers.Product.prices.Italy	train	category3_code	category1_code	FALSE	default	10000	23	english
DBQ/Blickers.Product.prices.United.Kingdom	train	category3_code	category1_code	FALSE	default	10000	23	english
DBQ/Bottega.Veneta.Product.prices.Australia	train	title	category1_code	FALSE	default	4461	23	english
DBQ/Bottega.Veneta.Product.prices.Italy	train	Portachiavi Intreccio con gancio a goccia	N.A..1	FALSE	default	4394	23	english
DBQ/Bottega.Veneta.Product.prices.South.Korea	train	title	category1_code	FALSE	default	4463	23	english
DBQ/Bottega.Veneta.Product.prices.United.States	train	title	category2_code	FALSE	default	4469	23	english
DBQ/Burberry.Product.prices.China	train	title	category1_code	FALSE	default	2014	23	english
DBQ/Burberry.Product.prices.France	train	title	category1_code	FALSE	default	3298	23	english
DBQ/Burberry.Product.prices.Italy	train	title	category1_code	FALSE	default	2691	23	english
DBQ/Burberry.Product.prices.Japan	train	title	category1_code	FALSE	default	2950	23	english
DBQ/Burberry.Product.prices.Singapore	train	title	category1_code	FALSE	default	2691	23	english
DBQ/Burberry.Product.prices.United.Arab.Emirates	train	title	category1_code	FALSE	default	2554	23	english
DBQ/Burberry.Product.prices.United.States	train	title	category1_code	FALSE	default	3038	23	english
DBQ/Celine.Product.prices.Germany	train	title	category1_code	FALSE	default	655	23	english
DBQ/Celine.Product.prices.United.Kingdom	train	title	category1_code	FALSE	default	658	23	english
DBQ/Chanel.Product.prices.Germany	train	title	category1_code	FALSE	default	1428	23	english
DBQ/Chanel.Product.prices.Italy	train	title	category1_code	FALSE	default	1426	23	english
DBQ/Chanel.Product.prices.United.States	train	title	category1_code	FALSE	default	1452	23	english
DBQ/Chloe.Product.prices.France	train	title	category2_code	FALSE	default	2459	23	english
DBQ/Chloe.Product.prices.Hong.Kong	train	title	category2_code	FALSE	default	2431	23	english
DBQ/Chloe.Product.prices.South.Korea	train	title	category2_code	FALSE	default	2439	23	english
DBQ/Chloe.Product.prices.United.States	train	Hana mini bag	NEW ARRIVALS	FALSE	default	2569	23	english
DBQ/Dior.Product.prices.Hong.Kong	train	title	category1_code	FALSE	default	4426	23	english
DBQ/Gucci.Product.prices.Australia	train	title	category1_code	FALSE	default	2972	23	english
DBQ/Gucci.Product.prices.Bulgaria	train	title	category1_code	FALSE	default	5170	23	english
DBQ/Gucci.Product.prices.Canada	train	title	category1_code	FALSE	default	5185	23	english
DBQ/Gucci.Product.prices.Germany	train	title	category1_code	FALSE	default	5418	23	english
DBQ/Gucci.Product.prices.Hong.Kong	train	title	category1_code	FALSE	default	4398	23	english
DBQ/Gucci.Product.prices.Hungary	train	title	category1_code	FALSE	default	4976	23	english
DBQ/Gucci.Product.prices.Qatar	train	title	category1_code	FALSE	default	5067	23	english
DBQ/Gucci.Product.prices.Romania	train	title	category1_code	FALSE	default	5169	23	english
DBQ/Gucci.Product.prices.South.Korea	train	title	category1_code	FALSE	default	3796	23	english
DBQ/Gucci.Product.prices.Sweden	train	title	category1_code	FALSE	default	4916	23	english
DBQ/Loro.Piana.Product.prices.Canada	train	website_name	category1_code	FALSE	default	698	23	english
DBQ/Loro.Piana.Product.prices.China	train	category2_code	category1_code	FALSE	default	817	23	english
DBQ/Loro.Piana.Product.prices.France	train	website_name	category1_code	FALSE	default	1128	23	english
DBQ/Loro.Piana.Product.prices.Germany	train	website_name	category1_code	FALSE	default	1133	23	english
DBQ/Loro.Piana.Product.prices.Japan	train	website_name	category1_code	FALSE	default	685	23	english
DBQ/Loro.Piana.Product.prices.United.States	train	website_name	category1_code	FALSE	default	1042	23	english
DBQ/Louis.Vuitton.Product.prices.Australia	train	title	category1_code	FALSE	default	6525	23	english
DBQ/Louis.Vuitton.Product.prices.Canada	train	title	category1_code	FALSE	default	8151	23	english
DBQ/Louis.Vuitton.Product.prices.France	train	title	category1_code	FALSE	default	7806	23	english
DBQ/Louis.Vuitton.Product.prices.Russia	train	title	category1_code	FALSE	default	6543	23	english
DBQ/Louis.Vuitton.Product.prices.Singapore	train	title	category1_code	FALSE	default	6576	23	english
DBQ/Matches.Fashion.Product.prices.France	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Mr.Porter.Product.prices.Brazil	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Mr.Porter.Product.prices.Croatia	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Mr.Porter.Product.prices.Czech.Republic	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Mr.Porter.Product.prices.Germany	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Mr.Porter.Product.prices.Hong.Kong	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Mr.Porter.Product.prices.Hungary	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Mr.Porter.Product.prices.Kazakhstan	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Mr.Porter.Product.prices.Mexico	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Mr.Porter.Product.prices.Netherlands	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Mr.Porter.Product.prices.Qatar	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Mr.Porter.Product.prices.Romania	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Mr.Porter.Product.prices.Russia	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Mr.Porter.Product.prices.South.Africa	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Mr.Porter.Product.prices.South.Korea	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Mr.Porter.Product.prices.Sweden	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Mr.Porter.Product.prices.Taiwan	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Mr.Porter.Product.prices.United.Arab.Emirates	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Mr.Porter.Product.prices.United.States	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Net.a.Porter.Product.prices.Austria	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Net.a.Porter.Product.prices.Bulgaria	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Net.a.Porter.Product.prices.Canada	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Net.a.Porter.Product.prices.Hong.Kong	train	Portofino 20 suede sandals	SHOES	FALSE	default	10000	23	english
DBQ/Net.a.Porter.Product.prices.India	train	Janna strapless duchesse cotton-blend satin mini dress	CLOTHING	FALSE	default	10000	23	english
DBQ/Net.a.Porter.Product.prices.Italy	train	Lace-trimmed silk-satin midi dress	CLOTHING	FALSE	default	10000	23	english
DBQ/Net.a.Porter.Product.prices.Japan	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Net.a.Porter.Product.prices.Macao	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Net.a.Porter.Product.prices.Portugal	train	Loulou Toy quilted leather shoulder bag	BAGS	FALSE	default	10000	23	english
DBQ/Net.a.Porter.Product.prices.Russia	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Net.a.Porter.Product.prices.Singapore	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Net.a.Porter.Product.prices.South.Korea	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Net.a.Porter.Product.prices.Tunisia	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Net.a.Porter.Product.prices.United.Kingdom	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Net.a.Porter.Product.prices.United.States	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Ounass.Product.prices.Oman	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Ounass.Product.prices.Qatar	train	title	category1_code	FALSE	default	10000	23	english
DBQ/Prada.Product.prices.Austria	train	title	brand	FALSE	default	2545	23	english
DBQ/Prada.Product.prices.Germany	train	title	brand	FALSE	default	2588	23	english
DBQ/Prada.Product.prices.Hong.Kong	train	title	brand	FALSE	default	1692	23	english
